id,t1_mean,t1_median,t2_mean,t2_median,t3_mean,t3_median,t4_mean,t4_median,t5_mean,t5_median,t6_mean,t6_median,t7_mean,t7_median,t8_mean,t8_median,t9_mean,t9_median,t10_mean,t10_median,t11_mean,t11_median,t12_mean,t12_median
1633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1636,0.5,0.5,1.3333333333333333,1,1.25,1,1,1,1,1,1,1,0.875,1,0.8888888888888888,1,0.8,1,0.7272727272727273,1,0.75,1,0.6923076923076923,1
1637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1638,3,3,2.6666666666666665,2,2.25,2,1.8,2,NaN,NaN,1.7142857142857142,2,1.625,1.5,1.6666666666666667,2,1.6,1.5,1.4545454545454546,1,1.3333333333333333,1,1.2307692307692308,1
1639,1.5,1.5,1.6666666666666667,2,1.25,1,1.2,1,1.1666666666666667,1,1,1,1,1,1.1111111111111112,1,1,1,0.9090909090909091,1,0.8333333333333334,0.5,0.7692307692307693,0
1644,1,1,0.6666666666666666,1,0.75,1,0.6,1,0.5,0.5,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1645,0.5,0.5,0.3333333333333333,0,0.25,0,0.4,0,0.5,0.5,0.42857142857142855,0,0.875,0.5,0.7777777777777778,0,1.3,0.5,1.3636363636363635,1,1.25,0.5,1.1538461538461537,0
1649,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.2857142857142857,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,2.5,2.5,2.3333333333333335,2,2,2,2,2,1.8333333333333333,2,1.5714285714285714,2,1.375,1.5,1.2222222222222223,1,1.1,1,1,1,0.9166666666666666,0.5,0.8461538461538461,0
1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1665,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1666,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1672,0,0,0,0,0,0,0,0,0,0,0,0,1.125,0,4.333333333333333,0,4.1,0,3.727272727272727,0,3.4166666666666665,0,3.230769230769231,0
1674,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1675,0.5,0.5,1.6666666666666667,1,1.25,0.5,1,0,0.8333333333333334,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
1676,1.5,1.5,2.3333333333333335,2,1.75,1.5,1.4,1,1.1666666666666667,0.5,1,0,0.875,0,0.7777777777777778,0,0.7,0,0.6363636363636364,0,0.5833333333333334,0,0.5384615384615384,0
1682,1,1,1.6666666666666667,1,1.25,1,1,1,0.8333333333333334,0.5,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
1683,1.5,1.5,1.6666666666666667,2,1.25,1,1,0,0.8333333333333334,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
1687,0,0,1,0,0.75,0,0.6,0,0.5,0,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1697,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1698,0,0,0.6666666666666666,0,0.5,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1699,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1702,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1703,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1704,1,1,0.6666666666666666,0,0.5,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1708,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1712,0.5,0.5,0.3333333333333333,0,0.5,0.5,0.6,1,0.5,0.5,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,0,0,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1715,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1718,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1722,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1725,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1728,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1734,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1736,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1737,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1738,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,1.5,1.5,1,0,0.75,0,0.6,0,0.5,0,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.4,0,0.36363636363636365,0,0.3333333333333333,0,0.3076923076923077,0
1742,2.5,2.5,2,1,1.5,1,1.2,1,1,0.5,0.8571428571428571,0,0.75,0,0.6666666666666666,0,0.6,0,0.5454545454545454,0,0.5,0,0.46153846153846156,0
1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.25,0,0.2222222222222222,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1760,0,0,0,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1766,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,0.5,0.5,0.6666666666666666,1,0.5,0.5,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1776,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1777,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1781,17,17,12,12,9.75,7.5,8,3,7.333333333333333,3.5,6.571428571428571,3,6,2.5,5.555555555555555,2,5,2,4.545454545454546,2,4.166666666666667,2,3.8461538461538463,2
1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1795,0,0,0,0,0,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.2222222222222222,0,0.2,0,0.2727272727272727,0,0.25,0,0.3076923076923077,0
1797,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,1,1,0.6666666666666666,1,0.5,0.5,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45454545454545453,0,0.5833333333333334,0,0.5384615384615384,0
1807,0.5,0.5,1,1,0.75,0.5,0.6,0,0.5,0,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1815,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1823,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1826,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.16666666666666666,0,0.15384615384615385,0
1838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1842,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,15.5,15.5,12.333333333333334,8,10.5,7,8.8,6,7.833333333333333,5.5,7,5,6.125,4,5.444444444444445,3,4.9,2.5,4.454545454545454,2,4.083333333333333,2,3.769230769230769,2
1850,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,0,0,0,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1860,1,1,0.6666666666666666,0,0.5,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1862,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0
1867,1,1,0.6666666666666666,0,0.5,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1871,0,0,1.3333333333333333,0,1,0,0.8,0,0.6666666666666666,0,0.5714285714285714,0,0.5,0,0.4444444444444444,0,0.4,0,0.36363636363636365,0,0.3333333333333333,0,0.3076923076923077,0
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,2.5,2.5,1.6666666666666667,1,1.25,0.5,1,0,0.8333333333333334,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
1884,0,0,0.3333333333333333,0,0.25,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1885,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1890,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1895,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1903,0,0,0.3333333333333333,0,0.25,0,0.4,0,0.3333333333333333,0,0.2857142857142857,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
1907,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1923,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,0,0,0,0,0,0,0,0,0.3333333333333333,0,0.2857142857142857,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1943,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1954,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1956,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.42857142857142855,0,0.5,0,0.6666666666666666,0,0.9,0.5,1,1,0.9166666666666666,0.5,0.8461538461538461,0
1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
1984,0,0,0,0,0,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.25,0,0.2222222222222222,0,0.2,0,0.18181818181818182,0,0.16666666666666666,0,0.15384615384615385,0
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,0,0,0,0,0,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.08333333333333333,0,0.07692307692307693,0
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,1.5,1.5,1.3333333333333333,1,1,1,0.8,1,0.6666666666666666,0.5,0.5714285714285714,0,0.5,0,0.4444444444444444,0,0.4,0,0.36363636363636365,0,0.3333333333333333,0,0.3076923076923077,0
2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,2.5,2.5,1.6666666666666667,0,1.25,0,1,0,0.8333333333333334,0,0.7142857142857143,0,0.625,0,0.5555555555555556,0,0.5,0,0.45454545454545453,0,0.4166666666666667,0,0.38461538461538464,0
2017,3.5,3.5,3.3333333333333335,3,2.5,2,2,1,1.6666666666666667,0.5,1.4285714285714286,0,1.25,0,1.1111111111111112,0,1,0,0.9090909090909091,0,0.8333333333333334,0,0.7692307692307693,0
2018,0,0,0,0,0,0,0.2,0,0.5,0,0.42857142857142855,0,0.375,0,0.3333333333333333,0,0.3,0,0.2727272727272727,0,0.25,0,0.23076923076923078,0
2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
2036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333333333333333,0,0.07692307692307693,0
2039,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2040,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2044,2.5,2.5,2,2,1.5,1.5,1.2,1,1,0.5,0.8571428571428571,0,1,0.5,1.2222222222222223,1,1.1,0.5,1,0,0.9166666666666666,0,0.8461538461538461,0
2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2072,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2073,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2074,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
