date,value,type
5,0.333,969
6,0.467,969
7,0.422,969
8,0.378,969
9,0.378,969
10,0.356,969
11,0.156,969
12,0.000,969
13,0.000,969
14,0.000,969
15,0.000,969
16,0.000,969
17,0.000,969
18,0.000,969
19,0.000,969
20,0.000,969
21,0.000,969
22,0.000,969
23,0.000,969
0,0.000,988
1,0.000,988
2,0.000,988
3,0.000,988
4,0.000,988
5,0.000,988
6,0.000,988
7,0.000,988
8,0.000,988
9,0.000,988
10,0.000,988
11,0.192,988
12,0.231,988
13,0.692,988
14,0.615,988
15,1.000,988
16,0.462,988
17,0.808,988
18,0.577,988
19,0.615,988
20,0.731,988
21,0.654,988
22,0.769,988
23,0.654,988
0,1.000,1066
1,0.209,1066
2,0.093,1066
3,0.233,1066
4,0.140,1066
5,0.140,1066
6,0.140,1066
7,0.093,1066
8,0.047,1066
9,0.047,1066
10,0.047,1066
11,0.070,1066
12,0.140,1066
13,0.047,1066
14,0.047,1066
15,0.093,1066
16,0.116,1066
17,0.163,1066
18,0.023,1066
19,0.070,1066
20,0.047,1066
21,0.023,1066
22,0.047,1066
23,0.047,1066
0,0.731,1093
1,1.000,1093
2,0.358,1093
3,0.433,1093
4,0.179,1093
5,0.254,1093
6,0.075,1093
7,0.104,1093
8,0.075,1093
9,0.045,1093
10,0.075,1093
11,0.045,1093
12,0.090,1093
13,0.060,1093
14,0.045,1093
15,0.030,1093
16,0.015,1093
17,0.000,1093
18,0.075,1093
19,0.090,1093
20,0.060,1093
21,0.060,1093
22,0.015,1093
23,0.015,1093
0,0.357,1147
1,0.929,1147
2,0.881,1147
3,1.000,1147
4,0.357,1147
5,0.452,1147
6,0.476,1147
7,0.262,1147
8,0.214,1147
9,0.119,1147
10,0.071,1147
11,0.071,1147
12,0.095,1147
13,0.119,1147
14,0.048,1147
15,0.190,1147
16,0.071,1147
17,0.190,1147
18,0.167,1147
19,0.262,1147
20,0.167,1147
21,0.071,1147
22,0.143,1147
23,0.167,1147
0,1.000,1168
1,0.103,1168
2,0.051,1168
3,0.000,1168
4,0.000,1168
5,0.000,1168
6,0.000,1168
7,0.282,1168
8,0.026,1168
9,0.026,1168
10,0.000,1168
11,0.026,1168
12,0.026,1168
13,0.000,1168
14,0.026,1168
15,0.000,1168
16,0.000,1168
17,0.000,1168
18,0.000,1168
19,0.000,1168
20,0.000,1168
21,0.026,1168
22,0.000,1168
23,0.026,1168
0,0.379,1199
1,0.172,1199
2,0.172,1199
3,0.207,1199
4,0.000,1199
5,0.448,1199
6,0.724,1199
7,1.000,1199
8,0.103,1199
9,0.586,1199
10,0.483,1199
11,0.172,1199
12,0.414,1199
13,0.759,1199
14,0.655,1199
15,0.172,1199
16,0.414,1199
17,0.345,1199
18,0.172,1199
19,0.345,1199
20,0.138,1199
21,0.724,1199
22,0.103,1199
23,0.345,1199
0,0.083,1237
1,1.000,1237
2,0.661,1237
3,0.302,1237
4,0.000,1237
5,0.000,1237
6,0.000,1237
7,0.016,1237
8,0.021,1237
9,0.010,1237
10,0.000,1237
11,0.000,1237
12,0.000,1237
13,0.000,1237
14,0.000,1237
15,0.000,1237
16,0.000,1237
17,0.010,1237
18,0.010,1237
19,0.000,1237
20,0.000,1237
21,0.000,1237
22,0.000,1237
23,0.000,1237
0,0.000,1262
1,0.000,1262
2,0.000,1262
3,1.000,1262
4,0.300,1262
5,0.267,1262
6,0.533,1262
7,0.333,1262
8,0.033,1262
9,0.167,1262
10,0.133,1262
11,0.333,1262
12,0.100,1262
13,0.067,1262
14,0.767,1262
15,0.133,1262
16,0.067,1262
17,0.133,1262
18,0.000,1262
19,0.033,1262
20,0.067,1262
21,0.000,1262
22,0.000,1262
23,0.000,1262
0,0.299,1301
1,1.000,1301
2,0.848,1301
3,0.293,1301
4,0.110,1301
5,0.043,1301
6,0.043,1301
7,0.000,1301
8,0.000,1301
9,0.000,1301
10,0.006,1301
11,0.006,1301
12,0.018,1301
13,0.018,1301
14,0.018,1301
15,0.006,1301
16,0.000,1301
17,0.000,1301
18,0.000,1301
19,0.000,1301
20,0.012,1301
21,0.012,1301
22,0.000,1301
23,0.000,1301
0,1.000,1323
1,0.226,1323
2,0.170,1323
3,0.151,1323
4,0.094,1323
5,0.057,1323
6,0.113,1323
7,0.057,1323
8,0.057,1323
9,0.019,1323
10,0.000,1323
11,0.000,1323
12,0.000,1323
13,0.075,1323
14,0.057,1323
15,0.019,1323
16,0.019,1323
17,0.038,1323
18,0.019,1323
19,0.038,1323
20,0.057,1323
21,0.377,1323
22,0.000,1323
23,0.000,1323
0,1.000,1329
1,0.000,1329
2,0.000,1329
3,0.000,1329
4,0.121,1329
5,0.394,1329
6,0.121,1329
7,0.000,1329
8,0.000,1329
9,0.000,1329
10,0.000,1329
11,0.000,1329
12,0.000,1329
13,0.182,1329
14,0.061,1329
15,0.030,1329
16,0.121,1329
17,0.030,1329
18,0.030,1329
19,0.061,1329
20,0.061,1329
21,0.212,1329
22,0.061,1329
23,0.091,1329
0,0.000,1338
1,0.000,1338
2,0.000,1338
3,0.000,1338
4,0.000,1338
5,1.000,1338
6,0.366,1338
7,0.098,1338
8,0.061,1338
9,0.134,1338
10,0.098,1338
11,0.159,1338
12,0.329,1338
13,0.134,1338
14,0.012,1338
15,0.061,1338
16,0.037,1338
17,0.049,1338
18,0.061,1338
19,0.073,1338
20,0.024,1338
21,0.268,1338
22,0.000,1338
23,0.061,1338
0,0.351,1359
1,1.000,1359
2,0.631,1359
3,0.766,1359
4,0.261,1359
5,0.315,1359
6,0.378,1359
7,0.270,1359
8,0.090,1359
9,0.045,1359
10,0.090,1359
11,0.045,1359
12,0.099,1359
13,0.054,1359
14,0.072,1359
15,0.054,1359
16,0.063,1359
17,0.045,1359
18,0.018,1359
19,0.036,1359
20,0.027,1359
21,0.018,1359
22,0.000,1359
23,0.000,1359
0,0.780,1373
1,1.000,1373
2,0.049,1373
3,0.000,1373
4,0.000,1373
5,0.000,1373
6,0.000,1373
7,0.000,1373
8,0.000,1373
0,0.195,1383
1,1.000,1383
2,0.388,1383
3,0.100,1383
4,0.037,1383
5,0.021,1383
6,0.021,1383
7,0.024,1383
8,0.000,1383
9,0.000,1383
10,0.000,1383
11,0.016,1383
12,0.008,1383
13,0.011,1383
14,0.003,1383
15,0.003,1383
16,0.013,1383
17,0.000,1383
18,0.000,1383
19,0.000,1383
20,0.005,1383
21,0.005,1383
22,0.005,1383
23,0.000,1383
0,0.400,1398
1,0.244,1398
2,0.222,1398
3,0.200,1398
4,0.111,1398
5,0.222,1398
6,0.156,1398
7,0.133,1398
8,0.978,1398
9,0.222,1398
10,0.200,1398
11,0.267,1398
12,0.200,1398
13,0.156,1398
14,0.133,1398
15,0.200,1398
16,0.156,1398
17,0.156,1398
18,1.000,1398
19,0.111,1398
20,0.111,1398
21,0.133,1398
22,0.156,1398
23,0.111,1398
0,0.533,1400
1,1.000,1400
2,0.393,1400
3,0.087,1400
4,0.053,1400
5,0.027,1400
6,0.080,1400
7,0.027,1400
8,0.027,1400
9,0.007,1400
10,0.013,1400
11,0.007,1400
12,0.000,1400
13,0.000,1400
14,0.000,1400
15,0.000,1400
16,0.000,1400
17,0.000,1400
18,0.000,1400
19,0.007,1400
20,0.007,1400
21,0.000,1400
22,0.000,1400
23,0.000,1400
0,1.000,1412
1,0.809,1412
2,0.941,1412
3,0.485,1412
4,0.765,1412
5,0.574,1412
6,0.691,1412
7,0.250,1412
8,0.294,1412
9,0.544,1412
10,0.426,1412
11,0.382,1412
12,0.235,1412
13,0.206,1412
14,0.294,1412
15,0.074,1412
16,0.015,1412
17,0.074,1412
18,0.162,1412
19,0.118,1412
20,0.029,1412
21,0.044,1412
22,0.015,1412
23,0.029,1412
0,0.586,1425
1,0.138,1425
2,1.000,1425
3,0.828,1425
4,0.690,1425
5,0.759,1425
6,0.655,1425
7,0.724,1425
8,0.448,1425
9,0.000,1425
10,0.000,1425
11,0.000,1425
12,0.034,1425
13,0.000,1425
14,0.034,1425
15,0.000,1425
16,0.000,1425
17,0.000,1425
18,0.000,1425
19,0.000,1425
20,0.000,1425
21,0.034,1425
22,0.000,1425
23,0.034,1425
0,1.000,1448
1,0.464,1448
2,0.571,1448
3,0.607,1448
4,0.500,1448
5,0.250,1448
6,0.571,1448
7,0.250,1448
8,0.161,1448
9,0.393,1448
10,0.446,1448
11,0.393,1448
12,0.643,1448
13,0.464,1448
14,0.554,1448
15,0.286,1448
16,0.554,1448
17,0.214,1448
18,0.321,1448
19,0.429,1448
20,0.304,1448
21,0.357,1448
22,0.179,1448
23,0.357,1448
0,0.281,1481
1,0.313,1481
2,0.313,1481
3,0.375,1481
4,0.234,1481
5,0.344,1481
6,0.234,1481
7,0.297,1481
8,0.203,1481
9,0.281,1481
10,0.234,1481
11,0.141,1481
12,0.109,1481
13,0.063,1481
14,0.063,1481
15,0.125,1481
16,0.109,1481
17,0.172,1481
18,0.219,1481
19,0.375,1481
20,0.469,1481
21,0.906,1481
22,1.000,1481
23,0.469,1481
0,0.875,1487
1,1.000,1487
2,0.600,1487
3,0.725,1487
4,0.575,1487
5,0.725,1487
6,0.225,1487
7,0.275,1487
8,0.075,1487
9,0.175,1487
10,0.200,1487
11,0.050,1487
12,0.100,1487
13,0.025,1487
14,0.050,1487
15,0.000,1487
16,0.000,1487
17,0.000,1487
18,0.025,1487
19,0.000,1487
20,0.025,1487
21,0.000,1487
22,0.000,1487
23,0.025,1487
0,0.000,1493
1,0.000,1493
2,0.000,1493
3,1.000,1493
4,0.488,1493
5,0.585,1493
6,0.268,1493
7,0.366,1493
8,0.195,1493
9,0.073,1493
10,0.000,1493
11,0.073,1493
12,0.000,1493
13,0.000,1493
14,0.000,1493
15,0.000,1493
16,0.000,1493
17,0.049,1493
18,0.000,1493
19,0.000,1493
20,0.000,1493
21,0.000,1493
22,0.000,1493
23,0.000,1493
0,0.000,1544
1,0.000,1544
2,0.000,1544
3,0.000,1544
4,0.000,1544
5,0.000,1544
6,1.000,1544
7,0.714,1544
8,0.190,1544
9,0.238,1544
10,0.143,1544
11,0.095,1544
12,0.238,1544
13,0.571,1544
14,0.429,1544
15,0.048,1544
16,0.095,1544
17,0.095,1544
18,0.095,1544
19,0.190,1544
20,0.095,1544
21,0.095,1544
22,0.095,1544
23,0.095,1544
0,0.233,1548
1,0.217,1548
2,0.167,1548
3,0.150,1548
4,0.067,1548
5,0.033,1548
6,0.750,1548
7,0.117,1548
8,0.067,1548
9,0.017,1548
10,1.000,1548
11,0.167,1548
12,0.033,1548
13,0.017,1548
14,0.067,1548
15,0.100,1548
16,0.050,1548
17,0.017,1548
18,0.050,1548
19,0.017,1548
20,0.100,1548
21,0.033,1548
22,0.017,1548
23,0.083,1548
0,0.460,1566
1,1.000,1566
2,0.712,1566
3,0.104,1566
4,0.031,1566
5,0.031,1566
6,0.037,1566
7,0.043,1566
8,0.012,1566
9,0.000,1566
10,0.000,1566
11,0.006,1566
12,0.000,1566
13,0.012,1566
14,0.006,1566
15,0.000,1566
16,0.006,1566
17,0.006,1566
18,0.000,1566
19,0.000,1566
20,0.000,1566
21,0.000,1566
22,0.000,1566
23,0.000,1566
0,0.375,1577
1,0.475,1577
2,0.675,1577
3,0.475,1577
4,0.175,1577
5,0.350,1577
6,0.625,1577
7,0.825,1577
8,1.000,1577
9,0.250,1577
10,0.275,1577
11,0.175,1577
12,0.225,1577
13,0.150,1577
14,0.300,1577
15,0.250,1577
16,0.275,1577
17,0.325,1577
18,0.325,1577
19,0.350,1577
20,0.325,1577
21,0.325,1577
22,0.200,1577
23,0.275,1577
0,1.000,1587
1,0.565,1587
2,0.532,1587
3,0.299,1587
4,0.247,1587
5,0.292,1587
6,0.338,1587
7,0.403,1587
8,0.123,1587
9,0.227,1587
10,0.325,1587
11,0.234,1587
12,0.149,1587
13,0.214,1587
14,0.208,1587
15,0.240,1587
16,0.188,1587
17,0.104,1587
18,0.273,1587
19,0.649,1587
20,0.357,1587
21,0.370,1587
22,0.318,1587
23,0.182,1587
0,0.420,1601
1,1.000,1601
2,0.247,1601
3,0.049,1601
4,0.025,1601
5,0.000,1601
6,0.000,1601
7,0.000,1601
8,0.000,1601
9,0.000,1601
10,0.000,1601
11,0.000,1601
12,0.000,1601
13,0.000,1601
14,0.000,1601
