id,label
35213,Vorbereitung auf eine Ausbildung zum Sozialassistenten/ zur Sozialassistentin
6559,Bauliche Maßnahme - Schaffung von Plätzen- Kitaausbauprogramm
37644,kulturelle Förderung
34350,Untersuchungen zur Eignung von Ultraschall-Zerstäubung und Infrarot-Trocknung für das Trocknen von in Lösung befindlichen Mikroorganismen
26561,Organisation und Durchführung der Veranstaltung 'Loop 2017'
1148,"ABqueer - Aufklärungsprojekt, Multiplikator/innenfortbildung teach out"
1149,ABqueer e. V.
1150,ABqueer e.V.
1147,ABqueer
38023,ÖBS für Ältere - Lebenshilfe im Alter
26814,PEB - Mit Teilzeit zum Erfolg
35127,Vom Ausbilder zum Mentor
36378,Zukunft im Gastgewerbe
20625,Keramisierung von Zylinderbohrungen (Schaltschieber) im hydraulischen Steuersystem von verschlissenen Automatikgetrieben
10812,EGZ Eingliederungszuschuss für Ältere §88 - Projektberaterin/Projektentwicklerin
32132,Strategische Weiterentwicklung der Kommunikationsinstrumente
12799,Erweiterung der aktuellen Schnittstellenlösung der Absolventa
21625,Konzept zur Einführung eines E-Mail-Marketings
17002,Gestaltung eines Kontaktmanagement Systems
18543,"Implementierung eines Template-Systems für Stellenanzeigen, welches die Abwicklung des Kernproduktes Stellenanzeige entscheidend vereinfacht"
14299,Fachkraft für Sicherheitsdienstleistungen (IMA 01/13)
14300,Fachkraft für Sicherheitsdienstleistungen (IMA 2/13)
14302,Fachkraft für Sicherheitsdienstleistungen (IMA 4/12)
14303,Fachkraft für Sicherheitsdienstleistungen (IMA 4/13)
27195,Pflege- und Betreuungsassistent/in (ABT-Kurs AKP-13.1)
27198,Pflege- und Betreuungsassistent/in (IMA 2/12)
27194,Pflege- und Betreuungsassistent/-in (IMA 5/12)
36001,Wirtschaftsassisten/in im internationalen Geschäftsverkehr (ABT-Kurs IWA-13.1)
36002,Wirtschaftsassistent/-in im internationalen Geschäftsverkehr (IWB 1/12)
28783,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-14.2)
28787,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (IMA 3/14)
28966,Qualifizierung vor Beschäftigung - Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-14.2)
28968,Qualifizierung vor Beschäftigung - Pflege- und Betreuungsassistent/-in (IMA 2/14)
29060,Qualifizierung vor Beschäftigung - Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-14.2)
29059,Qualifizierung vor Beschäftigung - Sozialassistent/-in Familie (IMA 1/14)
28784,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-14.3)
28785,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-15.1)
28786,Qualifizierung vor Beschäftigung - Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-15.2)
28967,Qualifizierung vor Beschäftigung - Pflege- und Betreuungsassistent/-in (ABT-Kurs AKP-14.3)
29061,Qualifizierung vor Beschäftigung - Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-14.3)
29062,Qualifizierung vor Beschäftigung - Sozialassistent/-in Familie - Schwerpunkt Kinderbetreuung und -pflege (ABT-Kurs KIB-15.1)
8079,Betreuungsassistent/-in (ABT-Kurs BEA-16.1)
14292,Fachkraft für Sicherheitsdienstleistungen (ABT-Kurs SFK-16.1)
